Monitoring type,Site name,Latitude,Longitude,Reource label,Start date,End date,Near real-time period,Period type,Update frequency,Resource Url,Website Url
Air quality,Jondaryan,-27.3713,151.5934,2016 data,1/01/2016,31/08/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/98a77c50-5ac8-4f01-abb3-6b1e9509ea5a,
Air quality,Josephville,-28.0121,152.9217,2010 data,1/01/2010,31/12/2010,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2010/resource/7f0bfdb6-e30e-4e34-ad71-04f562aae0da,
Air quality,Josephville,-27.9962,152.9255,2013 data,1/01/2013,31/12/2013,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2013/resource/242a41e0-f484-471f-ba41-98e3556cf7d9,
Air quality,Josephville,-27.9962,152.9255,2014 data,1/01/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/11afaa30-be56-498d-afc3-bb6128223183,
Air quality,Josephville,-27.9962,152.9255,2015 data,1/01/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/177560c3-753a-4622-9ca4-e7a192f85dd7,
Air quality,Josephville,-27.9962,152.9255,2016 data,1/01/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/dc1a3a8e-8ea4-4b94-8740-f0110c6c1442,
Air quality,Josephville,-27.9962,152.9255,2017 data,1/01/2017,31/12/2017,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/c71c511c-e097-415b-9c7f-dbf386d0f1a5,
Air quality,Josephville,-27.9962,152.9255,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,
Air quality,Luscombe,-27.7747,153.2014,2015 data,2/09/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/ccd97c97-ea1e-4b43-8a62-41c4b5598340,
Air quality,Luscombe,-27.7747,153.2014,2016 data,1/01/2016,15/11/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/55b027d9-943d-4cd7-af57-e94e4e43fc1e,
Air quality,Lutwyche,-27.4166,153.0376,2011 data,1/01/2011,31/12/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/fdaff0f4-7e66-4a40-8182-b8e4d209cea2,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#history
Air quality,Lutwyche,-27.4166,153.0376,2012 data,1/01/2012,31/12/2012,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2012/resource/6cc7f0aa-e7ee-4bf6-b18b-e5e1f0f86525,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#history
Air quality,Lytton,-27.4065,153.1527,2014 data,1/03/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/f73ce750-554f-4443-b20f-a15768636a4c,
Air quality,Lytton,-27.4065,153.1527,2015 data,1/01/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/1ad0c355-375b-4a0b-8605-504b2dfb067f,
Air quality,Lytton,-27.4065,153.1527,2016 data,1/01/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/7d26b5d7-6d54-4e52-ae79-0f1590807e06,
Air quality,Lytton,-27.4065,153.1527,2017 data,1/01/2017,31/12/2017,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/8f6bc380-1a5f-4fc2-82bf-3615136b532a,
Air quality,Lytton,-27.4065,153.1527,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,
Air quality,Memorial Park,-23.8443,151.2517,2010 data,1/01/2010,31/12/2010,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2010/resource/eda59810-df4a-4acc-9f87-b4e10618e0c7,
Air quality,Memorial Park,-23.8443,151.2517,2011 data,1/01/2011,31/12/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/05e59c28-6dcb-4fc3-8c07-509fe6f6510f,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/gladstone/#cbd
Air quality,Memorial Park,-23.8443,151.2517,2012 data,1/01/2012,31/12/2012,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2012/resource/016c4462-a704-4af2-81c0-3f5223de6939,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/gladstone/#cbd
Air quality,Memorial Park,-23.8443,151.2517,2013 data,1/01/2013,31/12/2013,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2013/resource/374eb670-ab20-4d26-9c1d-ae3a5b7fe9e4,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/gladstone/#cbd
Air quality,Memorial Park,-23.8443,151.2517,2014 data,1/01/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/65c7e5e0-6a72-4e21-a15a-63c7adacf618,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/gladstone/#cbd
Air quality,Memorial Park,-23.8443,151.2517,2015 data,1/01/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/058e4c6d-5956-4ef4-ad81-742e878d18b6,
Air quality,Memorial Park,-23.8443,151.2517,2016 data,1/01/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/09ab21ea-ae6a-479f-80fa-3d37f87ecefa,
Air quality,Memorial Park,-23.8443,151.2517,2017 data,1/01/2017,31/12/2017,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/94582112-a4ac-4129-9b6c-68049fde5022,
Air quality,Memorial Park,-23.8443,151.2517,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/gladstone/#cbd
Air quality,Menzies,-20.7167,139.492,2010 data,1/01/2010,31/12/2010,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2010/resource/e01a0319-5224-48b6-a859-4b316d1087a9,
Air quality,Menzies,-20.7167,139.492,2011 data,1/01/2011,31/12/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/2bf21f5a-8fa7-445a-bae8-522a24386eef,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/#menzies
Air quality,Menzies,-20.7167,139.492,2012 data,1/01/2012,31/12/2012,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2012/resource/66b61b55-5c8f-4e5f-ad20-b31221563786,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/#menzies
Air quality,Menzies,-20.7167,139.492,2013 data,1/01/2013,31/12/2013,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2013/resource/f6247e13-6249-40da-94b6-682af0527e1a,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/#menzies
Air quality,Menzies,-20.7167,139.492,2014 data,1/01/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/288658b6-5606-4ed0-8a93-423f46d51895,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/#menzies
Air quality,Menzies,-20.7167,139.492,2015 data,1/01/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/b1dd17fe-37b6-4372-b56d-3019ebf971e5,
Air quality,Menzies,-20.7167,139.492,2016 data,1/01/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/cabd390c-7eac-4522-9690-7703f8d4533b,
Air quality,Menzies,-20.7167,139.492,2017 data,1/01/2017,31/12/2017,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/8b18c6e6-233d-4434-b89d-f02c48bc7e51,
Air quality,Menzies,-20.7167,139.492,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/#menzies
Air quality,Miles Airport,-26.81,150.162,2015 data,2/07/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/8e9bb248-90da-41c9-9a3b-205645715961,
Air quality,Miles Airport,-26.81,150.162,2016 data,1/01/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/b3d9a1e4-b00c-49b6-9027-6d88c490b2e4,
Air quality,Miles Airport,-26.81,150.162,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,
Air quality,Moranbah,-21.9995,148.0713,2011 data,1/01/2011,31/12/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/cad2c906-8986-4226-8663-3c90eccc0df0,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mackay/
Air quality,Moranbah,-21.9995,148.0713,2012 data,1/01/2012,31/12/2012,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2012/resource/d6b0efe6-a99e-4470-a78f-960174ff153e,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mackay/
Air quality,Moranbah,-21.9995,148.0713,2013 data,1/01/2013,31/12/2013,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2013/resource/9ca540ba-3fff-40b2-af54-898cdb9db4a0,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mackay/
Air quality,Moranbah,-21.9995,148.0713,2014 data,1/01/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/31dc2f35-7c45-4c10-8a39-b596ef050138,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mackay/
Air quality,Moranbah,-21.9995,148.0713,2015 data,1/01/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/35cc93c7-c476-4a5c-b4a5-135af71b11dc,
Air quality,Moranbah,-21.9995,148.0713,2016 data,1/01/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/f30c80d0-2f1a-47f1-884d-b9f8a082615d,
Air quality,Moranbah,-21.9995,148.0713,2017 data,1/01/2017,31/12/2017,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/c8bf58a1-a49d-4a3e-881a-422ae4ca7bb2,
Air quality,Moranbah,-21.9995,148.0713,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mackay/
Air quality,Mountain Creek,-26.6917,153.1038,2010 data,1/01/2010,31/12/2010,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2010/resource/8f4d7181-aec9-414e-a7a1-fb01c0c81683,
Air quality,Mountain Creek,-26.6917,153.1038,2011 data,1/01/2011,31/12/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/fa581983-43e3-457a-aef4-4d520438826b,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#mountaincreek
Air quality,Mountain Creek,-26.6917,153.1038,2012 data,1/01/2012,31/12/2012,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2012/resource/e9e944fd-ede1-4f3c-8de4-1795c27ad6f7,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#mountaincreek
Air quality,Mountain Creek,-26.6917,153.1038,2013 data,1/01/2013,31/12/2013,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2013/resource/0525d413-a20f-434d-a1bb-ef019918e511,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#mountaincreek
Air quality,Mountain Creek,-26.6917,153.1038,2014 data,1/01/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/b4d7cd99-bd22-4231-9dd1-a611bdc8b685,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#mountaincreek
Air quality,Mountain Creek,-26.6917,153.1038,2015 data,1/01/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/9e04a2ef-855d-49e9-b252-a1f46dc576ac,
Air quality,Mountain Creek,-26.6917,153.1038,2016 data,1/01/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/aa9b6fc8-0cd3-4f05-9594-4678d2ba2828,
Air quality,Mountain Creek,-26.6917,153.1038,2017 data,1/01/2017,31/12/2017,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/5fafabf3-76d6-4b72-b5c4-cef2aa7f18a6,
Air quality,Mountain Creek,-26.6917,153.1038,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#mountaincreek
Air quality,Mutdapilly,-27.7528,152.6509,2010 data,1/01/2010,31/12/2010,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2010/resource/9cc5807b-713b-4763-89bc-806819fe4c68,
Air quality,Mutdapilly,-27.7528,152.6509,2011 data,1/01/2011,31/12/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/5215c0ef-6817-4316-a3ff-4a15fd37cd4c,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#mutdapilly
Air quality,Mutdapilly,-27.7528,152.6509,2012 data,1/01/2012,31/12/2012,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2012/resource/1d65369e-35a5-435a-951e-ed42af3d1d54,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#mutdapilly
Air quality,Mutdapilly,-27.7528,152.6509,2013 data,1/01/2013,31/12/2013,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2013/resource/98a3aed5-cf58-48ee-9c54-1a9ed2e87e6e,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#mutdapilly
Air quality,Mutdapilly,-27.7528,152.6509,2014 data,1/01/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/d06db825-373d-4434-b052-7b673c4f73be,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#mutdapilly
Air quality,Mutdapilly,-27.7528,152.6509,2015 data,1/01/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/bf5cedad-63b6-41d2-9fad-e852e976850b,
Air quality,Mutdapilly,-27.7528,152.6509,2016 data,1/01/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/5ca70b7e-bc60-4e31-a481-cd83fce1754b,
Air quality,Mutdapilly,-27.7528,152.6509,2017 data,1/01/2017,31/12/2017,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/79f991e9-bfb3-4c54-84da-ede9a651ae11,
Air quality,Mutdapilly,-27.7528,152.6509,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#mutdapilly
Air quality,North Maclean,-27.7708,153.03,2010 data,1/01/2010,31/12/2010,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2010/resource/9932ac5f-449c-4b54-90db-7753546f0c64,
Air quality,North Maclean,-27.7708,153.03,2011 data,1/01/2011,31/12/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/9dceb8f2-aefb-46f4-9ee2-8ed0e7566b96,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#northmaclean
Air quality,North Maclean,-27.7708,153.03,2012 data,1/01/2012,31/12/2012,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2012/resource/cc7f5fcf-5acd-4b3d-9c2c-0f56d5b67171,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#northmaclean
Air quality,North Maclean,-27.7708,153.03,2013 data,1/01/2013,31/12/2013,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2013/resource/900ae665-51e7-4841-920b-a21e0c4910c9,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#northmaclean
Air quality,North Maclean,-27.7708,153.03,2014 data,1/01/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/a8a9d8a4-b086-4401-b39c-412d0f71fc72,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#northmaclean
Air quality,North Maclean,-27.7708,153.03,2015 data,1/01/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/ae6b5995-1fda-4c37-93c4-885e0b48a640,
Air quality,North Maclean,-27.7708,153.03,2016 data,1/01/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/dbfbebe3-7aab-4b15-af36-95c2fbe57b82,
Air quality,North Maclean,-27.7708,153.03,2017 data,1/01/2017,31/12/2017,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/9fe16fe2-6f50-4de5-ba55-2bd920c99038,
Air quality,North Maclean,-27.7708,153.03,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#northmaclean
Air quality,North Ward,-19.2509,146.8073,2017 data,6/12/2017,31/12/2017,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/11aa09c4-13c3-4af0-b56e-10721be1577d,
Air quality,North Ward,-19.2509,146.8073,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,
Air quality,Pimlico,-19.2871,146.7813,2010 data,1/01/2010,31/12/2010,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2010/resource/3d6b749f-4ec2-445d-9695-f3c0218a7ce4,
Air quality,Pimlico,-19.2871,146.7813,2011 data,1/01/2011,31/12/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/4af672b0-edde-4783-ad85-a17f9908d1f0,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/townsville/#pimlico
Air quality,Pimlico,-19.2871,146.7813,2012 data,1/01/2012,31/12/2012,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2012/resource/f7cbff8e-d879-4aa9-8ffb-c3c169a1c0b7,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/townsville/#pimlico
Air quality,Pimlico,-19.2871,146.7813,2013 data,1/01/2013,31/12/2013,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2013/resource/c68bfd3d-7972-4570-b3c5-98bde2f47cf8,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/townsville/#pimlico
Air quality,Pimlico,-19.2871,146.7813,2014 data,1/01/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/25bca745-0afc-47d7-9f9a-d1ca322be9fb,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/townsville/#pimlico
Air quality,Pimlico,-19.2871,146.7813,2015 data,1/01/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/ccca3a4e-c44e-4190-8a85-f27286820ab1,
Air quality,Pimlico,-19.2871,146.7813,2016 data,1/01/2016,29/02/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/9312645a-ba1e-4c09-b867-d742487208d4,
Air quality,Pinkenba,-27.4187,153.133,2010 data,1/01/2010,31/12/2010,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2010/resource/6e6fb4bd-9dc8-4d29-92d1-f094df4cc767,
Air quality,Pinkenba,-27.4187,153.133,2011 data,3/02/2011,31/12/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/dadb7d80-eaae-46c9-9a3c-9a0e78a6c9ff,
Air quality,Pinkenba,-27.4187,153.133,2012 data,1/01/2012,31/12/2012,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2012/resource/a2e00359-6c14-4052-a517-7197413340a0,
Air quality,Pinkenba,-27.4187,153.133,2013 data,1/01/2013,16/01/2013,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2013/resource/34529c2d-be1a-4879-b687-6e39524a17d7,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#pinkenba
Air quality,Pinkenba,-27.4187,153.133,2014 data,29/01/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/1b154a63-f50c-4930-ba3b-418810cca01a,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#pinkenba
Air quality,Pinkenba,-27.4187,153.133,2015 data,1/01/2015,4/11/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/08586100-419f-43a6-8d42-d953baab0497,
Air quality,Pomona,-26.3124,152.9536,2011 data,1/01/2011,16/09/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/28920be0-a159-477a-b5ec-aba7ff6d1616,
Air quality,Rocklea,-27.5358,152.9934,2010 data,1/01/2010,31/12/2010,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2010/resource/0657d1ed-0788-41c5-9807-0700277667b4,
Air quality,Rocklea,-27.5358,152.9934,2011 data,1/01/2011,31/12/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/2e5573df-3581-4ea5-ac09-5f794ffeaf97,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#rocklea
Air quality,Rocklea,-27.5358,152.9934,2012 data,1/01/2012,31/12/2012,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2012/resource/2a28595a-d738-4f67-a752-42f432ae9474,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#rocklea
Air quality,Rocklea,-27.5358,152.9934,2013 data,1/01/2013,31/12/2013,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2013/resource/bb355bdd-bdd7-4df5-bd0a-9beba7b8cc5f,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#rocklea
Air quality,Rocklea,-27.5358,152.9934,2014 data,1/01/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/19c805ab-af72-4fe5-bf9e-d8dd492163cc,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#rocklea
Air quality,Rocklea,-27.5358,152.9934,2015 data,1/01/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/f7eb3a06-9f6d-4d42-bee4-1f0770ee7159,
Air quality,Rocklea,-27.5358,152.9934,2016 data,1/01/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/cf5100b6-b365-4c17-956f-1bddf039ccca,
Air quality,Rocklea,-27.5358,152.9934,2017 data,1/01/2017,31/12/2017,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/b023cace-ba95-46d7-bb20-46b78c98e0ca,
Air quality,Rocklea,-27.5358,152.9934,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#rocklea
Air quality,South Brisbane,-27.4848,153.0321,2010 data,1/01/2010,31/12/2010,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2010/resource/676955a5-dc9b-4ecc-bb68-ce754c2153d6,
Air quality,South Brisbane,-27.4848,153.0321,2011 data,1/01/2011,31/12/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/00942f49-b209-432a-9359-6f3c58a4debb,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#southbris
Air quality,South Brisbane,-27.4848,153.0321,2012 data,1/01/2012,31/12/2012,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2012/resource/5ace3a3c-cc69-41b4-927f-289fdf59182e,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#southbris
Air quality,South Brisbane,-27.4848,153.0321,2013 data,1/01/2013,31/12/2013,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2013/resource/55988262-2583-475d-a541-1e56e67979f1,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#southbris
Air quality,South Brisbane,-27.4848,153.0321,2014 data,1/01/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/c5215825-d1cb-44e2-b17e-b3d486c3ac3f,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#southbris
Air quality,South Brisbane,-27.4848,153.0321,2015 data,1/01/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/ef4f998e-c748-44e7-b31c-41d9b8a68101,
Air quality,South Brisbane,-27.4848,153.0321,2016 data,1/01/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/36103aff-3a2a-4fe2-a6db-f5e900880c75,
Air quality,South Brisbane,-27.4848,153.0321,2017 data,1/01/2017,31/12/2017,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/b4c2a861-3498-4e73-be8b-17db4b653055,
Air quality,South Brisbane,-27.4848,153.0321,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#southbris
Air quality,South Gladstone,-23.8626,151.2705,2010 data,1/01/2010,31/12/2010,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2010/resource/e7b95fa2-7af5-43f0-9d7d-15b8d74fe3be,
Air quality,South Gladstone,-23.8626,151.2705,2011 data,1/01/2011,31/12/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/d05f6a1d-f4b8-456f-a4b0-93c4b66ba0f1,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/gladstone/#south_gladstone
Air quality,South Gladstone,-23.8626,151.2705,2012 data,1/01/2012,31/12/2012,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2012/resource/054091cc-7a19-4de3-8786-4d6e7eb256c8,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/gladstone/#south_gladstone
Air quality,South Gladstone,-23.8626,151.2705,2013 data,1/01/2013,31/12/2013,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2013/resource/2bc40c3d-c13e-45c2-9527-929bc15138f2,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/gladstone/#south_gladstone
